g_id,hpo_ids
HK1,"['HP:0001930', 'HP:0007401', 'HP:0000639', 'HP:0001897', 'HP:0002827', 'HP:0000648', 'HP:0003577', 'HP:0006970', 'HP:0001082', 'HP:0000952', 'HP:0100704', 'HP:0001895', 'HP:0000662', 'HP:0001923', 'HP:0000286', 'HP:0000613', 'HP:0003676', 'HP:0003450', 'HP:0002007', 'HP:0003470', 'HP:0000007', 'HP:0012469', 'HP:0001763', 'HP:0001133', 'HP:0000006', 'HP:0008755', 'HP:0002460', 'HP:0031936', 'HP:0009830', 'HP:0000543', 'HP:0002509', 'HP:0001081', 'HP:0000486', 'HP:0011947', 'HP:0000473', 'HP:0000510', 'HP:0003387', 'HP:0000414', 'HP:0001760', 'HP:0003431', 'HP:0002904', 'HP:0000463', 'HP:0002650', 'HP:0002079', 'HP:0000687', 'HP:0001283', 'HP:0011968', 'HP:0002355', 'HP:0005469', 'HP:0004322', 'HP:0007182', 'HP:0002119', 'HP:0000219', 'HP:0001265', 'HP:0000365', 'HP:0007663', 'HP:0012799', 'HP:0001272', 'HP:0000483', 'HP:0000750', 'HP:0001939', 'HP:0001251', 'HP:0001744', 'HP:0001249', 'HP:0001155', 'HP:0001263', 'HP:0004467', 'HP:0025336']"
HKDC1,"['HP:0003596', 'HP:0000007', 'HP:0000580', 'HP:0000662', 'HP:0001133', 'HP:0030528', 'HP:0011462']"
HLA-B,"['HP:0012317', 'HP:0001425', 'HP:0002037', 'HP:0012122', 'HP:0003418', 'HP:0008843', 'HP:0001659', 'HP:0040313', 'HP:0011675', 'HP:0001426', 'HP:0003765', 'HP:0002808', 'HP:0100686']"
HLA-C,"['HP:0001369', 'HP:0001803', 'HP:0001426', 'HP:0003765', 'HP:0025088']"
HLA-DQA1,"['HP:0003645', 'HP:0001425', 'HP:0001894', 'HP:0002014', 'HP:0008897', 'HP:0001596', 'HP:0100507', 'HP:0010280', 'HP:0100646', 'HP:0002665', 'HP:0002829', 'HP:0000007', 'HP:0000739', 'HP:0002013', 'HP:0000964', 'HP:0011892', 'HP:0100651', 'HP:0003256', 'HP:0011107', 'HP:0001891', 'HP:0100512', 'HP:0000823', 'HP:0002027', 'HP:0002748', 'HP:0001271', 'HP:0002570', 'HP:0001508', 'HP:0001972', 'HP:0001426', 'HP:0008151', 'HP:0004322', 'HP:0000716', 'HP:0002514', 'HP:0002720', 'HP:0004298', 'HP:0003270', 'HP:0002608', 'HP:0001250', 'HP:0001824', 'HP:0002901', 'HP:0001251', 'HP:0000939', 'HP:0000789', 'HP:0100502', 'HP:0002910', 'HP:0006297']"
HLA-DQB1,"['HP:0003645', 'HP:0001425', 'HP:0001894', 'HP:0002922', 'HP:0002014', 'HP:0008897', 'HP:0001596', 'HP:0100507', 'HP:0001269', 'HP:0005327', 'HP:0000726', 'HP:0007305', 'HP:0000019', 'HP:0000651', 'HP:0002354', 'HP:0010280', 'HP:0000746', 'HP:0100646', 'HP:0002665', 'HP:0003401', 'HP:0001257', 'HP:0002829', 'HP:0007076', 'HP:0000007', 'HP:0000739', 'HP:0000738', 'HP:0002013', 'HP:0002311', 'HP:0001324', 'HP:0000006', 'HP:0001317', 'HP:0000712', 'HP:0011892', 'HP:0000964', 'HP:0100651', 'HP:0003256', 'HP:0000505', 'HP:0011107', 'HP:0001891', 'HP:0100512', 'HP:0002381', 'HP:0000823', 'HP:0000737', 'HP:0002027', 'HP:0002748', 'HP:0001271', 'HP:0002910', 'HP:0002570', 'HP:0001508', 'HP:0001426', 'HP:0001972', 'HP:0008151', 'HP:0004322', 'HP:0000716', 'HP:0001289', 'HP:0002514', 'HP:0000020', 'HP:0000741', 'HP:0002720', 'HP:0004298', 'HP:0003270', 'HP:0001336', 'HP:0002608', 'HP:0000605', 'HP:0001250', 'HP:0001824', 'HP:0002901', 'HP:0001251', 'HP:0000939', 'HP:0000789', 'HP:0100502', 'HP:0002066', 'HP:0003678', 'HP:0006297', 'HP:0000751']"
HLA-DRB1,"['HP:0032976', 'HP:0007734', 'HP:0002113', 'HP:0000622', 'HP:0002240', 'HP:0007305', 'HP:0000651', 'HP:0009926', 'HP:0000019', 'HP:0001698', 'HP:0000613', 'HP:0100721', 'HP:0010702', 'HP:0003581', 'HP:0003401', 'HP:0001257', 'HP:0002202', 'HP:0003565', 'HP:0002110', 'HP:0006530', 'HP:0001369', 'HP:0002311', 'HP:0000712', 'HP:0001324', 'HP:0002097', 'HP:0002094', 'HP:0000006', 'HP:0001217', 'HP:0001945', 'HP:0000501', 'HP:0001138', 'HP:0012424', 'HP:0001876', 'HP:0100749', 'HP:0001094', 'HP:0001426', 'HP:0003745', 'HP:0012735', 'HP:0002105', 'HP:0000716', 'HP:0002092', 'HP:0002091', 'HP:0002150', 'HP:0012418', 'HP:0011840', 'HP:0000020', 'HP:0010286', 'HP:0002037', 'HP:0001824', 'HP:0002206', 'HP:0001744', 'HP:0008940', 'HP:0012062', 'HP:0002039']"
HLA-G,"['HP:0001426', 'HP:0000006', 'HP:0002099', 'HP:4000007']"
HLCS,"['HP:0001942', 'HP:0001596', 'HP:0001259', 'HP:0008872', 'HP:0001873', 'HP:0000007', 'HP:0000988', 'HP:0001992', 'HP:0002013', 'HP:0001252', 'HP:0002789', 'HP:0001290', 'HP:0000737', 'HP:0001254', 'HP:0001276', 'HP:0001987', 'HP:0002883', 'HP:0001250', 'HP:0001263']"
HMBS,"['HP:0002014', 'HP:0003163', 'HP:0001402', 'HP:0000725', 'HP:0000822', 'HP:0100518', 'HP:0003401', 'HP:0000739', 'HP:0002013', 'HP:0001324', 'HP:0000006', 'HP:0003489', 'HP:0002018', 'HP:0002590', 'HP:0002027', 'HP:0001649', 'HP:0002203', 'HP:0000716', 'HP:0000020', 'HP:0002019', 'HP:0001250', 'HP:0000016']"
HMCN1,"['HP:0003584', 'HP:0011506', 'HP:0000529', 'HP:0000608', 'HP:0012643', 'HP:0000006', 'HP:0031609', 'HP:0025574', 'HP:0030499']"
HMGA1,"['HP:0031819', 'HP:0000855', 'HP:0003584', 'HP:0000006', 'HP:0005978']"
HMGA2,"['HP:0002750', 'HP:0008872', 'HP:0004482', 'HP:0011220', 'HP:0001518', 'HP:0000006', 'HP:0001511', 'HP:0000325', 'HP:0003561']"
HMGB3,"['HP:0000508', 'HP:0000377', 'HP:0000482', 'HP:0040080', 'HP:0001249', 'HP:0001417', 'HP:0000568', 'HP:0000252', 'HP:0000565', 'HP:0012043', 'HP:0000589', 'HP:0002751', 'HP:0004322', 'HP:0001263', 'HP:0000699']"
HMGCL,"['HP:0003234', 'HP:0002500', 'HP:0001262', 'HP:0001942', 'HP:0025356', 'HP:0002149', 'HP:0002240', 'HP:0001259', 'HP:0001257', 'HP:0000007', 'HP:0002353', 'HP:0410066', 'HP:0001903', 'HP:0000252', 'HP:0001252', 'HP:0002013', 'HP:0410051', 'HP:0001945', 'HP:0001987', 'HP:0003344', 'HP:0003150', 'HP:0000741', 'HP:0003819', 'HP:0000980', 'HP:0001336', 'HP:0001250', 'HP:0001943', 'HP:0001263', 'HP:0032198']"
HMGCS2,"['HP:0002240', 'HP:0002014', 'HP:0002013', 'HP:0000007']"
HMMR,"['HP:0003002', 'HP:0001425', 'HP:0000006', 'HP:0001428']"
HMOX1,"['HP:0025420', 'HP:0001894', 'HP:0031964', 'HP:0025289', 'HP:0001746', 'HP:0000790', 'HP:0100806', 'HP:0012375', 'HP:0031956', 'HP:0002240', 'HP:0006510', 'HP:0000822', 'HP:0001510', 'HP:0004844', 'HP:0000007', 'HP:0000093', 'HP:0000421', 'HP:0000123', 'HP:0025435', 'HP:0011227', 'HP:0003281']"
HMX1,"['HP:0000541', 'HP:0025514', 'HP:0006934', 'HP:0007906', 'HP:0000519', 'HP:0000387', 'HP:0000627', 'HP:0000548', 'HP:0011523', 'HP:0000666', 'HP:0000482', 'HP:0000007', 'HP:0012376', 'HP:0000647', 'HP:0020049', 'HP:0000667', 'HP:0000402', 'HP:0000480', 'HP:0001104', 'HP:0000510', 'HP:0000612', 'HP:0000579', 'HP:0000568', 'HP:0032286', 'HP:0011484', 'HP:0000369', 'HP:0000533', 'HP:0003298', 'HP:0003778', 'HP:0000567']"
HNF1A,"['HP:0410050', 'HP:0000855', 'HP:0001425', 'HP:0002591', 'HP:0003074', 'HP:0002960', 'HP:0000819', 'HP:0001993', 'HP:0000103', 'HP:0000006', 'HP:0100651', 'HP:0031819', 'HP:0003584', 'HP:0005584', 'HP:0003745', 'HP:0005978', 'HP:0003593', 'HP:0004904', 'HP:0000147', 'HP:0012028', 'HP:0001959']"
HNF1B,"['HP:0002120', 'HP:0000855', 'HP:0012207', 'HP:0000787', 'HP:0000013', 'HP:0001738', 'HP:0000122', 'HP:0005563', 'HP:0002149', 'HP:0000813', 'HP:0000107', 'HP:0001080', 'HP:0002594', 'HP:0003774', 'HP:0000006', 'HP:0030424', 'HP:0000093', 'HP:0001997', 'HP:0040270', 'HP:0030997', 'HP:0031819', 'HP:0003584', 'HP:0000074', 'HP:0005584', 'HP:0003745', 'HP:0005978', 'HP:0003076', 'HP:0100611', 'HP:0003259', 'HP:0004904', 'HP:0000089', 'HP:0000047', 'HP:0004379', 'HP:0002910']"
HNF4A,"['HP:0000855', 'HP:0000121', 'HP:0001942', 'HP:0003355', 'HP:0000819', 'HP:0002240', 'HP:0003537', 'HP:0000006', 'HP:0000093', 'HP:0003623', 'HP:0003584', 'HP:0031819', 'HP:0003155', 'HP:0031284', 'HP:0002748', 'HP:0001520', 'HP:0005978', 'HP:0002148', 'HP:0004322', 'HP:0003076', 'HP:0004904', 'HP:0003109', 'HP:0001943', 'HP:0002910']"
HNMT,"['HP:0001270', 'HP:0000007', 'HP:0000750', 'HP:0010864', 'HP:0000252', 'HP:0000006', 'HP:0002099', 'HP:0001249', 'HP:0001426', 'HP:0001263', 'HP:4000007', 'HP:0003593']"
HNRNPA1,"['HP:0100299', 'HP:0003596', 'HP:0003738', 'HP:0008994', 'HP:0003557', 'HP:0003560', 'HP:0000006', 'HP:0003198', 'HP:0006785', 'HP:0009023', 'HP:0003155', 'HP:0100297', 'HP:0009027', 'HP:0003805', 'HP:0002505', 'HP:0003687', 'HP:0007354', 'HP:0003236', 'HP:0011462']"
HNRNPA2B1,"['HP:0003805', 'HP:0003202', 'HP:0003155', 'HP:0000708', 'HP:0003687', 'HP:0001324', 'HP:0000006', 'HP:0003198', 'HP:0100614', 'HP:0100295', 'HP:0003236', 'HP:0002145']"
HNRNPDL,"['HP:0003236', 'HP:0003805', 'HP:0003581', 'HP:0000518', 'HP:0006203', 'HP:0008956', 'HP:0003749', 'HP:0008948', 'HP:0003829', 'HP:0003677', 'HP:0000006', 'HP:0003198', 'HP:0006785', 'HP:0008116', 'HP:0003547', 'HP:0001265']"
HNRNPH2,"['HP:0000729', 'HP:0100024', 'HP:0001631', 'HP:0000218', 'HP:0000154', 'HP:0002307', 'HP:0000322', 'HP:0000286', 'HP:0002020', 'HP:0007874', 'HP:0001634', 'HP:0009765', 'HP:0012471', 'HP:0001423', 'HP:0000739', 'HP:0001388', 'HP:0000601', 'HP:0001763', 'HP:0001252', 'HP:0012450', 'HP:0011800', 'HP:0001321', 'HP:0001249', 'HP:0001212', 'HP:0000768', 'HP:0000577', 'HP:0001276', 'HP:0100023', 'HP:0001288', 'HP:0002650', 'HP:0000347', 'HP:0001344', 'HP:0011968', 'HP:0001508', 'HP:0004322', 'HP:0007018', 'HP:0003307', 'HP:0000430', 'HP:0003593', 'HP:0000718', 'HP:0100716', 'HP:0012745', 'HP:0000316', 'HP:0002376', 'HP:0001250', 'HP:0002212', 'HP:0000722', 'HP:0001251', 'HP:0001166', 'HP:0001263', 'HP:0005484']"
HNRNPK,"['HP:0002465', 'HP:0000508', 'HP:0000218', 'HP:0001363', 'HP:0000175', 'HP:0001869', 'HP:0012811', 'HP:0006191', 'HP:0000474', 'HP:0005338', 'HP:0000006', 'HP:0000637', 'HP:0000677', 'HP:0000268', 'HP:0003186', 'HP:0008551', 'HP:0001290', 'HP:0006610', 'HP:0000494', 'HP:0002650', 'HP:0000960', 'HP:0000194', 'HP:0011968', 'HP:0000430', 'HP:0000767', 'HP:0002019', 'HP:0002714', 'HP:0001385', 'HP:0001249', 'HP:0001845', 'HP:0000028', 'HP:0001263', 'HP:0100259', 'HP:0000276']"
HNRNPU,"['HP:0200134', 'HP:0012448', 'HP:0001290', 'HP:0001250', 'HP:0002353', 'HP:0000252', 'HP:0001344', 'HP:0000006', 'HP:0001249', 'HP:0001263', 'HP:0002119', 'HP:0003593']"
HOGA1,"['HP:0003159', 'HP:0000007', 'HP:0008672']"
HOMER2,"['HP:0000407', 'HP:0000006']"
HOXA1,"['HP:0002194', 'HP:0005290', 'HP:0000407', 'HP:0007817', 'HP:0007110', 'HP:0000007', 'HP:0001250', 'HP:0009921']"
HOXA11,"['HP:0001915', 'HP:0001905', 'HP:0000407', 'HP:0004209', 'HP:0001159', 'HP:0002827', 'HP:0000967', 'HP:0003182', 'HP:0005548', 'HP:0005037', 'HP:0006394', 'HP:0004859', 'HP:0000006', 'HP:0002986', 'HP:0003031']"
HOXA13,"['HP:0001885', 'HP:0008080', 'HP:0008740', 'HP:0006110', 'HP:0000048', 'HP:0010034', 'HP:0000083', 'HP:0001162', 'HP:0009237', 'HP:0010109', 'HP:0001156', 'HP:0001216', 'HP:0000006', 'HP:0000041', 'HP:0001245', 'HP:0009623', 'HP:0009464', 'HP:0003762', 'HP:0000074', 'HP:0009778', 'HP:0010584', 'HP:0000076', 'HP:0008103', 'HP:0000807', 'HP:0010105', 'HP:0004209', 'HP:0000047', 'HP:0000054', 'HP:0012330']"
HOXA2,"['HP:0008551', 'HP:0031229', 'HP:0000396', 'HP:0003577', 'HP:0000007', 'HP:0000175', 'HP:0000006', 'HP:0000402', 'HP:0000410']"
HOXB1,"['HP:0000508', 'HP:0000358', 'HP:0003577', 'HP:0002058', 'HP:0000286', 'HP:0003196', 'HP:0000319', 'HP:0000007', 'HP:0011800', 'HP:0000407', 'HP:0000463', 'HP:0000347', 'HP:0005280', 'HP:0000565', 'HP:0025312', 'HP:0011968', 'HP:0003680', 'HP:0010628', 'HP:0002714', 'HP:0000369', 'HP:0000750', 'HP:0001260', 'HP:0002015']"
HOXC13,"['HP:0000968', 'HP:0008070', 'HP:0000007', 'HP:0008404', 'HP:0001598', 'HP:0500262', 'HP:0000561']"
HOXD10,"['HP:0001838', 'HP:0001369', 'HP:0001848', 'HP:0008138', 'HP:0000006']"
HOXD13,"['HP:0006587', 'HP:0000311', 'HP:0010554', 'HP:0012165', 'HP:0005863', 'HP:0001571', 'HP:0001156', 'HP:0005867', 'HP:0004220', 'HP:0010055', 'HP:0001032', 'HP:0001501', 'HP:0006097', 'HP:0009803', 'HP:0006185', 'HP:0009473', 'HP:0000894', 'HP:0001830', 'HP:0000006', 'HP:0100490', 'HP:0009185', 'HP:0004692', 'HP:0006159', 'HP:0012385', 'HP:0009702', 'HP:0009642', 'HP:0010077', 'HP:0010049', 'HP:0010743', 'HP:0004209', 'HP:0008848', 'HP:0008083', 'HP:0005627', 'HP:0006042', 'HP:0001841', 'HP:0009779', 'HP:0006101', 'HP:0009882']"
HPCA,"['HP:0001337', 'HP:0000473', 'HP:0000007', 'HP:0001304', 'HP:0000643', 'HP:0003677', 'HP:0001260', 'HP:0002015', 'HP:0003621']"
HPD,"['HP:0003161', 'HP:0001942', 'HP:0003231', 'HP:0001392', 'HP:0000007', 'HP:0001250', 'HP:0000006', 'HP:0003607', 'HP:0001508', 'HP:0001256']"
HPDL,"['HP:0000639', 'HP:0000218', 'HP:0004887', 'HP:0003577', 'HP:0002490', 'HP:0002307', 'HP:0002317', 'HP:0001531', 'HP:0002151', 'HP:0002395', 'HP:0000343', 'HP:0003676', 'HP:0001510', 'HP:0003557', 'HP:0003401', 'HP:0011463', 'HP:0000007', 'HP:0003394', 'HP:0000252', 'HP:0002530', 'HP:0020049', 'HP:0000470', 'HP:0000505', 'HP:0003487', 'HP:0003623', 'HP:0000278', 'HP:0000012', 'HP:0000527', 'HP:0000544', 'HP:0001270', 'HP:0002079', 'HP:0003431', 'HP:0000463', 'HP:0002650', 'HP:0001258', 'HP:0000565', 'HP:0012707', 'HP:0003621', 'HP:0003593', 'HP:0001371', 'HP:0000316', 'HP:0002376', 'HP:0003326', 'HP:0001250', 'HP:0003448', 'HP:0001249', 'HP:0002015', 'HP:0002066']"
HPGD,"['HP:0001376', 'HP:0000508', 'HP:0002645', 'HP:0000218', 'HP:0003577', 'HP:0001519', 'HP:0001051', 'HP:0001582', 'HP:0002829', 'HP:0000007', 'HP:0001369', 'HP:0000239', 'HP:0001217', 'HP:0000972', 'HP:0031284', 'HP:0002684', 'HP:0000890', 'HP:0009771', 'HP:0001643', 'HP:0000976', 'HP:0000280', 'HP:0003040', 'HP:0000767', 'HP:0000938', 'HP:0000975', 'HP:0000939', 'HP:0010783']"
HPRT1,"['HP:0001347', 'HP:0000787', 'HP:0001854', 'HP:0002149', 'HP:0000083', 'HP:0002071', 'HP:0001257', 'HP:0000029', 'HP:0002013', 'HP:0001252', 'HP:0002179', 'HP:0001332', 'HP:0001290', 'HP:0001270', 'HP:0001419', 'HP:0001266', 'HP:0004322', 'HP:0001889', 'HP:0100716', 'HP:0001249', 'HP:0001260', 'HP:0002015', 'HP:0003149']"
HPS1,"['HP:0001022', 'HP:0000639', 'HP:0001638', 'HP:0007603', 'HP:0000083', 'HP:0000613', 'HP:0001141', 'HP:0002573', 'HP:0000007', 'HP:0000618', 'HP:0002583', 'HP:0000421', 'HP:0002027', 'HP:0005599', 'HP:0000995', 'HP:0031364', 'HP:0002091', 'HP:0000978', 'HP:0001480', 'HP:0003010', 'HP:0001107', 'HP:0002206', 'HP:0001010', 'HP:0000225']"
HPS3,"['HP:0001022', 'HP:0007663', 'HP:0004406', 'HP:0012530', 'HP:0000978', 'HP:0006934', 'HP:0000666', 'HP:0000007', 'HP:0000565', 'HP:0003540', 'HP:0003621', 'HP:0000225']"
HPS4,"['HP:0002091', 'HP:0001022', 'HP:0007663', 'HP:0000421', 'HP:0011883', 'HP:0000978', 'HP:0000666', 'HP:0000007', 'HP:0001107', 'HP:0007750', 'HP:0002206', 'HP:0000132']"
HPS5,"['HP:0001873', 'HP:0001022', 'HP:0007663', 'HP:0000486', 'HP:0000421', 'HP:0000978', 'HP:0000666', 'HP:0000007', 'HP:0003010', 'HP:0007750', 'HP:0001107', 'HP:0000132']"
HPS6,"['HP:0001022', 'HP:0000639', 'HP:0004866', 'HP:0000613', 'HP:0011883', 'HP:0000007', 'HP:0000646', 'HP:0001104', 'HP:0000486', 'HP:0000421', 'HP:0030825', 'HP:0002788', 'HP:0031364', 'HP:0007663', 'HP:0000978', 'HP:0003010', 'HP:0001107', 'HP:0001010', 'HP:0001263']"
HPSE2,"['HP:0001999', 'HP:0002019', 'HP:0000007', 'HP:0010481', 'HP:0000010', 'HP:0000072', 'HP:0000126', 'HP:0000028', 'HP:0005346', 'HP:0000805']"
HR,"['HP:0008070', 'HP:0000007', 'HP:0001596', 'HP:0001939', 'HP:0007482', 'HP:0002289']"
HRAS,"['HP:0002895', 'HP:0001631', 'HP:0008070', 'HP:0001552', 'HP:0001869', 'HP:0002779', 'HP:0002033', 'HP:0000465', 'HP:0001596', 'HP:0001187', 'HP:0040198', 'HP:0007957', 'HP:0000260', 'HP:0001054', 'HP:0000179', 'HP:0002751', 'HP:0012056', 'HP:0000486', 'HP:0000768', 'HP:0000267', 'HP:0001442', 'HP:0000463', 'HP:0002870', 'HP:0003745', 'HP:0000347', 'HP:0000589', 'HP:0025510', 'HP:0000280', 'HP:0005989', 'HP:0000232', 'HP:0001167', 'HP:0000938', 'HP:0012081', 'HP:0001249', 'HP:0001642', 'HP:0001263', 'HP:0002002', 'HP:0006482', 'HP:0000508', 'HP:0003577', 'HP:0001762', 'HP:0002862', 'HP:0001634', 'HP:0000956', 'HP:0000238', 'HP:0000006', 'HP:0001622', 'HP:0001528', 'HP:0000494', 'HP:0001780', 'HP:0000158', 'HP:0004322', 'HP:0001680', 'HP:0003109', 'HP:0000418', 'HP:0000085', 'HP:0001250', 'HP:0011220', 'HP:0001598', 'HP:0002212', 'HP:0002996', 'HP:0001699', 'HP:0000337', 'HP:0006740', 'HP:0000358', 'HP:0002107', 'HP:0000218', 'HP:0001814', 'HP:0002878', 'HP:0000083', 'HP:0007206', 'HP:0001808', 'HP:0007099', 'HP:0002859', 'HP:0006191', 'HP:0001816', 'HP:0003196', 'HP:0010759', 'HP:0000470', 'HP:0000602', 'HP:0000953', 'HP:0003764', 'HP:0002021', 'HP:0000307', 'HP:0001028', 'HP:0000256', 'HP:0005280', 'HP:0002093', 'HP:0000194', 'HP:0005600', 'HP:0002119', 'HP:0001943', 'HP:0002059', 'HP:0000455', 'HP:0001609', 'HP:0000311', 'HP:0011675', 'HP:0000343', 'HP:0000286', 'HP:0001561', 'HP:0000826', 'HP:0009588', 'HP:0004912', 'HP:0011073', 'HP:0001629', 'HP:0002671', 'HP:0000293', 'HP:0008064', 'HP:0000995', 'HP:0001548', 'HP:0001508', 'HP:0010815', 'HP:0000629', 'HP:0001428', 'HP:0010817', 'HP:0002757', 'HP:0000316', 'HP:0001639', 'HP:0006731', 'HP:0000369', 'HP:0031842', 'HP:0001010', 'HP:0001771', 'HP:0002780']"
HRG,"['HP:0004831', 'HP:0000006', 'HP:0100724']"
HRURF,"['HP:0002231', 'HP:0000653', 'HP:0000535', 'HP:0008070', 'HP:0001596', 'HP:0000006', 'HP:0003777']"
HS2ST1,"['HP:0002002', 'HP:0009899', 'HP:0000341', 'HP:0000358', 'HP:0002188', 'HP:0000154', 'HP:0003577', 'HP:0000431', 'HP:0010186', 'HP:0000176', 'HP:0002808', 'HP:0000122', 'HP:0001562', 'HP:0010282', 'HP:0000286', 'HP:0008873', 'HP:0003273', 'HP:0000627', 'HP:0011232', 'HP:0001134', 'HP:0001274', 'HP:0010958', 'HP:0009836', 'HP:0000007', 'HP:0002558', 'HP:0003090', 'HP:0002857', 'HP:0000470', 'HP:0000691', 'HP:0001252', 'HP:0012450', 'HP:0011927', 'HP:0000278', 'HP:0000307', 'HP:0000407', 'HP:0001270', 'HP:0007676', 'HP:0000582', 'HP:0001276', 'HP:0002079', 'HP:0000072', 'HP:0002987', 'HP:0002650', 'HP:0006380', 'HP:0011968', 'HP:0009890', 'HP:0000158', 'HP:0000280', 'HP:0000629', 'HP:0000219', 'HP:0009907', 'HP:0000767', 'HP:0000316', 'HP:0000369', 'HP:0005306', 'HP:0000750', 'HP:0001249', 'HP:0000455', 'HP:0000028', 'HP:0001263']"
HS3ST6,"['HP:0012027', 'HP:0002027', 'HP:0002014', 'HP:0000282', 'HP:0000006', 'HP:0100665', 'HP:0007514', 'HP:0031244', 'HP:0002572']"
HS6ST1,"['HP:0000786', 'HP:0000054', 'HP:0012506', 'HP:0000175', 'HP:0002857', 'HP:0000006', 'HP:0000028', 'HP:0008734']"
HS6ST2,"['HP:0002465', 'HP:0002003', 'HP:0002151', 'HP:0000303', 'HP:0000490', 'HP:0000325', 'HP:0002373', 'HP:0031936', 'HP:0008551', 'HP:0000494', 'HP:0006956', 'HP:0001419', 'HP:0011968', 'HP:0000020', 'HP:0002714', 'HP:0000369', 'HP:0000233', 'HP:0000750', 'HP:0011003', 'HP:0001263']"
HSCB,"['HP:0001873', 'HP:0001875', 'HP:0004828', 'HP:0004840', 'HP:0031851', 'HP:0000007', 'HP:0003621']"
HSD11B1,"['HP:0001513', 'HP:0005616', 'HP:0000956', 'HP:0000855', 'HP:0000006', 'HP:0012411']"
HSD11B2,"['HP:0000822', 'HP:0001510', 'HP:0003351', 'HP:0000007', 'HP:0002900', 'HP:0001518', 'HP:0003828', 'HP:0001095', 'HP:0001508', 'HP:0004322', 'HP:0200114', 'HP:0004319']"
HSD17B10,"['HP:0002120', 'HP:0000639', 'HP:0001942', 'HP:0000648', 'HP:0000711', 'HP:0008322', 'HP:0002510', 'HP:0001423', 'HP:0001252', 'HP:0000546', 'HP:0000407', 'HP:0001290', 'HP:0000713', 'HP:0002344', 'HP:0001266', 'HP:0003593', 'HP:0003128', 'HP:0000718', 'HP:0000572', 'HP:0002376', 'HP:0001639', 'HP:0001250', 'HP:0000750', 'HP:0001943', 'HP:0001249', 'HP:0001260', 'HP:0001263']"
HSD17B3,"['HP:0000037', 'HP:0008730', 'HP:0000007', 'HP:0001939', 'HP:0000771', 'HP:0000789', 'HP:0000821']"
HSD17B4,"['HP:0008167', 'HP:0001319', 'HP:0008872', 'HP:0000550', 'HP:0002832', 'HP:0001284', 'HP:0001256', 'HP:0000268', 'HP:0000486', 'HP:0001270', 'HP:0001397', 'HP:0033044', 'HP:0000347', 'HP:0002539', 'HP:0000938', 'HP:0001171', 'HP:0000939', 'HP:0001263', 'HP:0001264', 'HP:0001791', 'HP:0001762', 'HP:0033643', 'HP:0002080', 'HP:0002069', 'HP:0002126', 'HP:0000837', 'HP:0006872', 'HP:0002079', 'HP:0002650', 'HP:0003199', 'HP:0004322', 'HP:0002750', 'HP:0002171', 'HP:0007266', 'HP:0005257', 'HP:0001260', 'HP:0002910', 'HP:0000218', 'HP:0000270', 'HP:0000786', 'HP:0000762', 'HP:0002240', 'HP:0001761', 'HP:0007941', 'HP:0002007', 'HP:0003623', 'HP:0000407', 'HP:0000582', 'HP:0000256', 'HP:0005280', 'HP:0000365', 'HP:0002119', 'HP:0001265', 'HP:0000133', 'HP:0001272', 'HP:0000767', 'HP:0001744', 'HP:0002066', 'HP:0001765', 'HP:0000639', 'HP:0007371', 'HP:0000343', 'HP:0000286', 'HP:0000107', 'HP:0001561', 'HP:0001408', 'HP:0000007', 'HP:0008207', 'HP:0000278', 'HP:0000239', 'HP:0007141', 'HP:0001508', 'HP:0030799', 'HP:0000572', 'HP:0000316', 'HP:0000369', 'HP:0000348', 'HP:0001396', 'HP:0001251']"
HSD3B2,"['HP:0000037', 'HP:0008707', 'HP:0008221', 'HP:0000047', 'HP:0000054', 'HP:0000007', 'HP:0000062', 'HP:0000048', 'HP:0012411']"
HSD3B7,"['HP:0003146', 'HP:0001394', 'HP:0002748', 'HP:0001406', 'HP:0002014', 'HP:0002904', 'HP:0000007', 'HP:0200084', 'HP:0011985', 'HP:0000952', 'HP:0001399', 'HP:0002570', 'HP:0001744', 'HP:0001508', 'HP:0002240', 'HP:0003256', 'HP:0002910', 'HP:0003623']"
HSF2BP,"['HP:0008209', 'HP:0000858', 'HP:0000869', 'HP:0000007', 'HP:0008222']"
HSF4,"['HP:0001134', 'HP:0100018', 'HP:0007971', 'HP:0000006', 'HP:0010693']"
HSFY1,"['HP:0001450', 'HP:0000027']"
HSPA9,"['HP:0003510', 'HP:0001655', 'HP:0001631', 'HP:0000218', 'HP:0008070', 'HP:0000668', 'HP:0002553', 'HP:0001562', 'HP:0001057', 'HP:0001047', 'HP:0001274', 'HP:0000248', 'HP:0003196', 'HP:0000007', 'HP:0000006', 'HP:0000470', 'HP:0011800', 'HP:0000457', 'HP:0010575', 'HP:0008551', 'HP:0000456', 'HP:0000010', 'HP:0006989', 'HP:0000076', 'HP:0002656', 'HP:0004828', 'HP:0000664', 'HP:0000089', 'HP:0003417', 'HP:0001924', 'HP:0002023', 'HP:0001263']"
